year	lifeExp	country	continent	pop	gdpPercap
1952	52.724	Reunion	Africa	257700	2718.885295
1952	53.82	Bosnia and Herzegovina	Europe	2791000	973.5331948
1952	54.745	Chile	Americas	6377619	3939.978789
1952	55.088	Venezuela	Americas	5439568	7689.799761
1952	55.191	Panama	Americas	940080	2480.380334
1952	55.23	Albania	Europe	1282697	1601.056136
1952	55.565	Kuwait	Asia	160000	108382.3529
1952	55.928	Lebanon	Asia	1439529	4834.804067
1952	57.206	Costa Rica	Americas	926317	2627.009471
1952	57.593	Sri Lanka	Asia	7982342	1083.53203
1952	57.996	Serbia	Europe	6860147	3581.459448
1952	58.5	Taiwan	Asia	8550362	1206.947913
1952	58.53	Jamaica	Americas	1426095	2898.530881
1952	59.1	Trinidad and Tobago	Americas	662850	3023.271928
1952	59.164	Montenegro	Europe	413834	2647.585601
1952	59.421	Cuba	Americas	6007797	5586.53878
1952	59.6	Bulgaria	Europe	7274900	2444.286648
1952	59.82	Portugal	Europe	8526050	3068.319867
1952	60.396	Singapore	Asia	1127000	2315.138227
1952	60.96	Hong Kong, China	Asia	2125900	3054.421209
1952	61.05	Romania	Europe	16630000	3144.613186
1952	61.21	Croatia	Europe	3882229	3119.23652
1952	61.31	Poland	Europe	25730551	4029.329699
1952	62.485	Argentina	Americas	17876956	5911.315053
1952	62.649	Paraguay	Americas	1555876	1952.308701
1952	63.03	Japan	Asia	86459025	3216.956347
1952	64.03	Hungary	Europe	9504000	5263.673816
1952	64.28	Puerto Rico	Americas	2227000	3081.959785
1952	64.36	Slovak Republic	Europe	3558137	5074.659104
1952	64.94	Spain	Europe	28549870	3834.034742
1952	65.39	Israel	Asia	1620914	4086.522128
1952	65.57	Slovenia	Europe	1489518	4215.041741
1952	65.86	Greece	Europe	7733250	3530.690067
1952	65.94	Italy	Europe	47666000	4931.404155
1952	66.071	Uruguay	Americas	2252965	5716.766744
1952	66.55	Finland	Europe	4090500	6424.519071
1952	66.8	Austria	Europe	6927772	6137.076492
1952	66.87	Czech Republic	Europe	9125183	6876.14025
1952	66.91	Ireland	Europe	2952156	5210.280328
1952	67.41	France	Europe	42459667	7029.809327
1952	67.5	Germany	Europe	69145952	7144.114393
1952	68	Belgium	Europe	8730405	8343.105127
1952	68.44	United States	Americas	157553000	13990.48208
1952	68.75	Canada	Americas	14785584	11367.16112
1952	69.18	United Kingdom	Europe	50430000	9979.508487
1952	69.62	Switzerland	Europe	4815000	14734.23275
1952	70.78	Denmark	Europe	4334000	9692.385245
1952	71.86	Sweden	Europe	7124673	8527.844662
1952	72.13	Netherlands	Europe	10381988	8941.571858
1952	72.49	Iceland	Europe	147962	7267.688428
1952	72.67	Norway	Europe	3327728	10095.42172
1957	30.332	Afghanistan	Asia	9240934	820.8530296
1957	31.57	Sierra Leone	Africa	2295678	1004.484437
1957	31.999	Angola	Africa	4561361	3827.940465
1957	32.065	Gambia	Africa	323150	520.9267111
1957	33.489	Guinea-Bissau	Africa	601095	431.7904566
1957	33.779	Mozambique	Africa	7038035	495.5868333
1957	33.97	Yemen, Rep.	Asia	5498090	804.8304547
1957	34.558	Guinea	Africa	2876726	576.2670245
1957	34.906	Burkina Faso	Africa	4713416	617.1834648
1957	34.977	Somalia	Africa	2780415	1258.147413
1957	35.307	Mali	Africa	4241884	490.3821867
1957	35.983	Equatorial Guinea	Africa	232922	426.0964081
1957	36.667	Ethiopia	Africa	22815614	378.9041632
1957	37.207	Malawi	Africa	3221238	416.3698064
1957	37.328	Djibouti	Africa	71851	2864.969076
1957	37.464	Central African Republic	Africa	1392284	1190.844328
1957	37.686	Nepal	Asia	9682338	597.9363558
1957	37.802	Nigeria	Africa	37173340	1100.592563
1957	38.047	Eritrea	Africa	1542611	344.1618859
1957	38.598	Niger	Africa	3692184	835.5234025
1957	38.865	Madagascar	Africa	5181679	1589.20275
1957	38.999	Gabon	Africa	434904	4976.198099
1957	39.329	Senegal	Africa	3054547	1567.653006
1957	39.348	Bangladesh	Asia	51365468	661.6374577
1957	39.486	Liberia	Africa	975950	620.9699901
1957	39.624	Sudan	Africa	9753392	1770.337074
1957	39.881	Chad	Africa	2894855	1308.495577
1957	39.918	Indonesia	Asia	90124000	858.9002707
1957	40.08	Oman	Asia	561977	2242.746551
1957	40.249	India	Asia	409000000	590.061996
1957	40.358	Benin	Africa	1925173	959.6010805
1957	40.428	Cameroon	Africa	5359923	1313.048099
1957	40.533	Burundi	Africa	2667518	379.5646281
1957	40.652	Congo, Dem. Rep.	Africa	15577932	905.8602303
1957	40.696	Haiti	Americas	3507701	1726.887882
1957	41.208	Togo	Africa	1357445	925.9083202
1957	41.366	Cambodia	Asia	5322536	434.0383364
1957	41.5	Rwanda	Africa	2822082	540.2893983
1957	41.89	Bolivia	Americas	3211738	2127.686326
1957	41.905	Myanmar	Asia	21731844	350
1957	42.338	Mauritania	Africa	1076852	846.1202613
1957	42.46	Comoros	Africa	170928	1211.148548
1957	42.469	Cote d'Ivoire	Africa	3300000	1500.895925
1957	42.571	Uganda	Africa	6675501	774.3710692
1957	42.868	Saudi Arabia	Asia	4419650	8157.591248
1957	42.887	Vietnam	Asia	28998543	676.2854478
1957	42.974	Tanzania	Africa	9452826	698.5356073
1957	43.424	Swaziland	Africa	326741	1244.708364
1957	44.077	Zambia	Africa	3016000	1311.956766
1957	44.142	Guatemala	Americas	3640876	2617.155967
1957	44.444	Egypt	Africa	25009741	1458.915272
1957	44.665	Honduras	Americas	1770390	2220.487682
1957	44.686	Kenya	Africa	7454779	944.4383152
1957	44.779	Ghana	Africa	6391288	1043.561537
1957	45.047	Lesotho	Africa	813338	335.9971151
1957	45.053	Congo, Rep.	Africa	940458	2315.056572
1957	45.226	Namibia	Africa	548080	2621.448058
1957	45.248	Mongolia	Asia	882134	912.6626085
1957	45.289	Libya	Africa	1201578	3448.284395
1957	45.423	Morocco	Africa	11406350	1642.002314
1957	45.432	Nicaragua	Americas	1358828	3457.415947
1957	45.557	Pakistan	Asia	46679944	747.0835292
1957	45.669	Jordan	Asia	746559	1886.080591
1957	45.671	West Bank and Gaza	Asia	1070439	1827.067742
1957	45.685	Algeria	Africa	10270856	3013.976023
1957	46.263	Peru	Americas	9146100	4245.256698
1957	47.1	Tunisia	Africa	3950849	1395.232468
1957	47.181	Iran	Asia	19792000	3290.257643
1957	47.985	South Africa	Africa	16151549	5487.104219
1957	48.079	Turkey	Europe	25670939	2218.754257
1957	48.284	Syria	Asia	4149908	2117.234893
1957	48.437	Iraq	Asia	6248643	6229.333562
1957	48.57	El Salvador	Americas	2355805	3421.523218
1957	48.945	Sao Tome and Principe	Africa	61325	860.7369026
1957	49.618	Botswana	Africa	474639	918.2325349
1957	49.828	Dominican Republic	Americas	2923186	1544.402995
1957	50.469	Zimbabwe	Africa	3646340	518.7642681
1957	50.54896	China	Asia	637408000	575.9870009
1957	51.334	Philippines	Asia	26072194	1547.944844
1957	51.356	Ecuador	Americas	4058385	3780.546651
1957	52.102	Malaysia	Asia	7739235	1810.066992
1957	52.681	Korea, Rep.	Asia	22611552	1487.593537
1957	53.285	Brazil	Americas	65551171	2487.365989
1957	53.63	Thailand	Asia	25041917	793.5774148
1957	53.832	Bahrain	Asia	138655	11635.79945
1957	54.081	Korea, Dem. Rep.	Asia	9411381	1571.134655
1957	55.09	Reunion	Africa	308700	2769.451844
1957	55.118	Colombia	Americas	14485993	2323.805581
1957	55.19	Mexico	Americas	35015548	4131.546641
1957	56.074	Chile	Americas	7048426	4315.622723
1957	57.907	Venezuela	Americas	6702668	9802.466526
1957	58.033	Kuwait	Asia	212846	113523.1329
1957	58.089	Mauritius	Africa	609816	2034.037981
1957	58.45	Bosnia and Herzegovina	Europe	3076000	1353.989176
1957	59.201	Panama	Americas	1063506	2961.800905
1957	59.28	Albania	Europe	1476505	1942.284244
1957	59.489	Lebanon	Asia	1647412	6089.786934
1957	60.026	Costa Rica	Americas	1112300	2990.010802
1957	61.448	Montenegro	Europe	442829	3682.259903
1957	61.456	Sri Lanka	Asia	9128546	1072.546602
1957	61.51	Portugal	Europe	8817650	3774.571743
1957	61.685	Serbia	Europe	7271135	4981.090891
1957	61.8	Trinidad and Tobago	Americas	764900	4100.3934
1957	62.325	Cuba	Americas	6640752	6092.174359
1957	62.4	Taiwan	Asia	10164215	1507.86129
1957	62.61	Jamaica	Americas	1535090	4756.525781
1957	63.179	Singapore	Asia	1445929	2843.104409
1957	63.196	Paraguay	Americas	1770902	2046.154706
1957	64.1	Romania	Europe	17829327	3943.370225
1957	64.399	Argentina	Americas	19610538	6856.856212
1957	64.75	Hong Kong, China	Asia	2736300	3629.076457
1957	64.77	Croatia	Europe	3991242	4338.231617
1957	65.5	Japan	Asia	91563009	4317.694365
1957	65.77	Poland	Europe	28235346	4734.253019
1957	66.41	Hungary	Europe	9839000	6040.180011
1957	66.61	Bulgaria	Europe	7651254	3008.670727
1957	66.66	Spain	Europe	29841614	4564.80241
1957	67.044	Uruguay	Americas	2424959	6150.772969
1957	67.45	Slovak Republic	Europe	3844277	6093.26298
1957	67.48	Austria	Europe	6965860	8842.59803
1957	67.49	Finland	Europe	4324000	7545.415386
1957	67.81	Italy	Europe	49182000	6248.656232
1957	67.84	Israel	Asia	1944401	5385.278451
1957	67.85	Slovenia	Europe	1533070	5862.276629
1957	67.86	Greece	Europe	8096218	4916.299889
1957	68.54	Puerto Rico	Americas	2260000	3907.156189
1957	68.9	Ireland	Europe	2878220	5599.077872
1957	68.93	France	Europe	44310863	8662.834898
1957	69.03	Czech Republic	Europe	9513758	8256.343918
1957	69.1	Germany	Europe	71019069	10187.82665
1957	69.24	Belgium	Europe	8989111	9714.960623
1957	69.49	United States	Americas	171984000	14847.12712
1957	69.96	Canada	Americas	17010154	12489.95006
1957	70.42	United Kingdom	Europe	51430000	11283.17795
1957	70.56	Switzerland	Europe	5126000	17909.48973
1957	71.81	Denmark	Europe	4487831	11099.65935
1957	72.49	Sweden	Europe	7363802	9911.878226
1957	72.99	Netherlands	Europe	11026383	11276.19344
1957	73.44	Norway	Europe	3491938	11653.97304
1957	73.47	Iceland	Europe	165110	9244.001412
1962	31.997	Afghanistan	Asia	10267083	853.10071
1962	32.767	Sierra Leone	Africa	2467895	1116.639877
1962	33.896	Gambia	Africa	374020	599.650276
1962	34	Angola	Africa	4826015	4269.276742
1962	34.488	Guinea-Bissau	Africa	627820	522.0343725
1962	35.18	Yemen, Rep.	Asia	6120081	825.6232006
1962	35.753	Guinea	Africa	3140003	686.3736739
1962	36.161	Mozambique	Africa	7788944	556.6863539
1962	36.936	Mali	Africa	4690372	496.1743428
1962	36.981	Somalia	Africa	3080153	1369.488336
1962	37.485	Equatorial Guinea	Africa	249220	582.8419714
1962	37.814	Burkina Faso	Africa	4919632	722.5120206
1962	38.41	Malawi	Africa	3628608	427.9010856
1962	39.36	Nigeria	Africa	41871351	1150.927478
1962	39.393	Nepal	Asia	10332057	652.3968593
1962	39.475	Central African Republic	Africa	1523478	1193.068753
1962	39.487	Niger	Africa	4076008	997.7661127
1962	39.693	Djibouti	Africa	89898	3020.989263
1962	40.059	Ethiopia	Africa	25145372	419.4564161
1962	40.158	Eritrea	Africa	1666618	380.9958433
1962	40.489	Gabon	Africa	455661	6631.459222
1962	40.502	Liberia	Africa	1112796	634.1951625
1962	40.848	Madagascar	Africa	5703324	1643.38711
1962	40.87	Sudan	Africa	11183227	1959.593767
1962	41.216	Bangladesh	Asia	56839289	686.3415538
1962	41.454	Senegal	Africa	3430243	1654.988723
1962	41.716	Chad	Africa	3150417	1389.817618
1962	42.045	Burundi	Africa	2961915	355.2032273
1962	42.122	Congo, Dem. Rep.	Africa	17486434	896.3146335
1962	42.518	Indonesia	Asia	99028000	849.2897701
1962	42.618	Benin	Africa	2151895	949.4990641
1962	42.643	Cameroon	Africa	5793633	1399.607441
1962	43	Rwanda	Africa	3051242	597.4730727
1962	43.165	Oman	Asia	628164	2924.638113
1962	43.415	Cambodia	Asia	6083619	496.9136476
1962	43.428	Bolivia	Americas	3593918	2180.972546
1962	43.59	Haiti	Americas	3880130	1796.589032
1962	43.605	India	Asia	454000000	658.3471509
1962	43.922	Togo	Africa	1528098	1067.53481
1962	44.246	Tanzania	Africa	10863958	722.0038073
1962	44.248	Mauritania	Africa	1146757	1055.896036
1962	44.467	Comoros	Africa	191689	1406.648278
1962	44.50136	China	Asia	665770000	487.6740183
1962	44.93	Cote d'Ivoire	Africa	3832408	1728.869428
1962	44.992	Swaziland	Africa	370006	1856.182125
1962	45.108	Myanmar	Asia	23634436	388
1962	45.344	Uganda	Africa	7688797	767.2717398
1962	45.363	Vietnam	Asia	33796140	772.0491602
1962	45.914	Saudi Arabia	Asia	4943029	11626.41975
1962	46.023	Zambia	Africa	3421000	1452.725766
1962	46.452	Ghana	Africa	7355248	1190.041118
1962	46.954	Guatemala	Americas	4208858	2750.364446
1962	46.992	Egypt	Africa	28173309	1693.335853
1962	47.67	Pakistan	Asia	53100671	803.3427418
1962	47.747	Lesotho	Africa	893143	411.8006266
1962	47.808	Libya	Africa	1441863	6757.030816
1962	47.924	Morocco	Africa	13056604	1566.353493
1962	47.949	Kenya	Africa	8678557	896.9663732
1962	48.041	Honduras	Americas	2090162	2291.156835
1962	48.126	Jordan	Asia	933559	2348.009158
1962	48.127	West Bank and Gaza	Asia	1133134	2198.956312
1962	48.251	Mongolia	Asia	1010280	1056.353958
1962	48.303	Algeria	Africa	11000948	2550.81688
1962	48.386	Namibia	Africa	621392	3173.215595
1962	48.435	Congo, Rep.	Africa	1047924	2464.783157
1962	48.632	Nicaragua	Americas	1590597	3634.364406
1962	49.096	Peru	Americas	10516500	4957.037982
1962	49.325	Iran	Asia	22874000	4187.329802
1962	49.579	Tunisia	Africa	4286552	1660.30321
1962	49.951	South Africa	Africa	18356657	5768.729717
1962	50.305	Syria	Asia	4834621	2193.037133
1962	51.457	Iraq	Asia	7240260	8341.737815
1962	51.52	Botswana	Africa	512764	983.6539764
1962	51.893	Sao Tome and Principe	Africa	65345	1071.551119
1962	52.098	Turkey	Europe	29788695	2322.869908
1962	52.307	El Salvador	Americas	2747687	3776.803627
1962	52.358	Zimbabwe	Africa	4277736	527.2721818
1962	53.459	Dominican Republic	Americas	3453434	1662.137359
1962	54.64	Ecuador	Americas	4681707	4086.114078
1962	54.757	Philippines	Asia	30325264	1649.552153
1962	55.292	Korea, Rep.	Asia	26420307	1536.344387
1962	55.665	Brazil	Americas	76039390	3336.585802
1962	55.737	Malaysia	Asia	8906385	2036.884944
1962	56.061	Thailand	Asia	29263397	1002.199172
1962	56.656	Korea, Dem. Rep.	Asia	10917494	1621.693598
1962	56.923	Bahrain	Asia	171863	12753.27514
1962	57.666	Reunion	Africa	358900	3173.72334
1962	57.863	Colombia	Americas	17009885	2492.351109
1962	57.924	Chile	Americas	7961258	4519.094331
1962	58.299	Mexico	Americas	41121485	4581.609385
1962	60.246	Mauritius	Africa	701016	2529.067487
1962	60.47	Kuwait	Asia	358266	95458.11176
1962	60.77	Venezuela	Americas	8143375	8422.974165
1962	61.817	Panama	Americas	1215725	3536.540301
1962	61.93	Bosnia and Herzegovina	Europe	3349000	1709.683679
1962	62.094	Lebanon	Asia	1886848	5714.560611
1962	62.192	Sri Lanka	Asia	10421936	1074.47196
1962	62.842	Costa Rica	Americas	1345187	3460.937025
1962	63.728	Montenegro	Europe	474528	4649.593785
1962	64.361	Paraguay	Americas	2009813	2148.027146
1962	64.39	Portugal	Europe	9019800	4727.954889
1962	64.531	Serbia	Europe	7616060	6289.629157
1962	64.82	Albania	Europe	1728137	2312.888958
1962	64.9	Trinidad and Tobago	Americas	887498	4997.523971
1962	65.142	Argentina	Americas	21283783	7133.166023
1962	65.2	Taiwan	Asia	11918938	1822.879028
1962	65.246	Cuba	Americas	7254373	5180.75591
1962	65.61	Jamaica	Americas	1665128	5246.107524
1962	65.798	Singapore	Asia	1750200	3674.735572
1962	66.8	Romania	Europe	18680721	4734.997586
1962	67.13	Croatia	Europe	4076557	5477.890018
1962	67.64	Poland	Europe	30329617	5338.752143
1962	67.65	Hong Kong, China	Asia	3305200	4692.648272
1962	67.96	Hungary	Europe	10063000	7550.359877
1962	68.253	Uruguay	Americas	2598466	5603.357717
1962	68.73	Japan	Asia	95831757	6576.649461
1962	68.75	Finland	Europe	4491443	9371.842561
1962	69.15	Slovenia	Europe	1582962	7402.303395
1962	69.24	Italy	Europe	50843200	8243.58234
1962	69.39	Israel	Asia	2310904	7105.630706
1962	69.51	Bulgaria	Europe	8012946	4254.337839
1962	69.51	Greece	Europe	8448233	6017.190733
1962	69.54	Austria	Europe	7129864	10750.72111
1962	69.62	Puerto Rico	Americas	2448046	5108.34463
1962	69.69	Spain	Europe	31158061	5693.843879
1962	69.9	Czech Republic	Europe	9620282	10136.86713
1962	70.21	United States	Americas	186538000	16173.14586
1962	70.25	Belgium	Europe	9218400	10991.20676
1962	70.29	Ireland	Europe	2830000	6631.597314
1962	70.3	Germany	Europe	73739117	12902.46291
1962	70.33	Slovak Republic	Europe	4237384	7481.107598
1962	70.51	France	Europe	47124000	10560.48553
1962	70.76	United Kingdom	Europe	53292000	12477.17707
1962	71.3	Canada	Americas	18985849	13462.48555
1962	71.32	Switzerland	Europe	5666000	20431.0927
1962	72.35	Denmark	Europe	4646899	13583.31351
1962	73.23	Netherlands	Europe	11805689	12790.84956
1962	73.37	Sweden	Europe	7561588	12329.44192
1962	73.47	Norway	Europe	3638919	13450.40151
1962	73.68	Iceland	Europe	182053	10350.15906
1967	34.02	Afghanistan	Asia	11537966	836.1971382
1967	34.113	Sierra Leone	Africa	2662190	1206.043465
1967	35.492	Guinea-Bissau	Africa	601287	715.5806402
1967	35.857	Gambia	Africa	439593	734.7829124
1967	35.985	Angola	Africa	5247469	5522.776375
1967	36.984	Yemen, Rep.	Asia	6740785	862.4421463
1967	37.197	Guinea	Africa	3451418	708.7595409
1967	38.113	Mozambique	Africa	8680909	566.6691539
1967	38.487	Mali	Africa	5212416	545.0098873
1967	38.977	Somalia	Africa	3428839	1284.73318
1967	38.987	Equatorial Guinea	Africa	259864	915.5960025
1967	39.487	Malawi	Africa	4147252	495.5147806
1967	40.118	Niger	Africa	4534062	1054.384891
1967	40.697	Burkina Faso	Africa	5127935	794.8265597
1967	41.04	Nigeria	Africa	47287752	1014.514104
1967	41.472	Nepal	Asia	11261690	676.4422254
1967	41.478	Central African Republic	Africa	1733638	1136.056615
1967	41.536	Liberia	Africa	1279406	713.6036483
1967	42.074	Djibouti	Africa	127617	3020.050513
1967	42.115	Ethiopia	Africa	27860297	516.1186438
1967	42.189	Eritrea	Africa	1820319	468.7949699
1967	42.858	Sudan	Africa	12716129	1687.997641
1967	42.881	Madagascar	Africa	6334556	1634.047282
1967	43.453	Bangladesh	Asia	62821884	721.1860862
1967	43.548	Burundi	Africa	3330989	412.9775136
1967	43.563	Senegal	Africa	3965841	1612.404632
1967	43.601	Chad	Africa	3495967	1196.810565
1967	44.056	Congo, Dem. Rep.	Africa	19941073	861.5932424
1967	44.1	Rwanda	Africa	3451079	510.9637142
1967	44.598	Gabon	Africa	489004	8358.761987
1967	44.799	Cameroon	Africa	6335506	1508.453148
1967	44.885	Benin	Africa	2427334	1035.831411
1967	45.032	Bolivia	Americas	4040665	2586.886053
1967	45.415	Cambodia	Asia	6960067	523.4323142
1967	45.757	Tanzania	Africa	12607312	848.2186575
1967	45.964	Indonesia	Asia	109343000	762.4317721
1967	46.243	Haiti	Americas	4318137	1452.057666
1967	46.289	Mauritania	Africa	1230542	1421.145193
1967	46.472	Comoros	Africa	217378	1876.029643
1967	46.633	Swaziland	Africa	420690	2613.101665
1967	46.769	Togo	Africa	1735550	1477.59676
1967	46.988	Oman	Asia	714775	4720.942687
1967	47.193	India	Asia	506000000	700.7706107
1967	47.35	Cote d'Ivoire	Africa	4744870	2052.050473
1967	47.768	Zambia	Africa	3900000	1777.077318
1967	47.838	Vietnam	Asia	39463910	637.1232887
1967	48.051	Uganda	Africa	8900294	908.9185217
1967	48.072	Ghana	Africa	8490213	1125.69716
1967	48.492	Lesotho	Africa	996380	498.6390265
1967	49.293	Egypt	Africa	31681188	1814.880728
1967	49.379	Myanmar	Asia	25870271	349
1967	49.8	Pakistan	Asia	60641899	942.4082588
1967	49.901	Saudi Arabia	Asia	5618198	16903.04886
1967	50.016	Guatemala	Americas	4690773	3242.531147
1967	50.227	Libya	Africa	1759224	18772.75169
1967	50.335	Morocco	Africa	14770296	1711.04477
1967	50.654	Kenya	Africa	10191512	1056.736457
1967	50.924	Honduras	Americas	2500689	2538.269358
1967	51.159	Namibia	Africa	706640	3793.694753
1967	51.253	Mongolia	Asia	1149500	1226.04113
1967	51.407	Algeria	Africa	12760499	3246.991771
1967	51.445	Peru	Americas	12132200	5788.09333
1967	51.629	Jordan	Asia	1255058	2741.796252
1967	51.631	West Bank and Gaza	Asia	1142636	2649.715007
1967	51.884	Nicaragua	Americas	1865490	4643.393534
1967	51.927	South Africa	Africa	20997321	7114.477971
1967	52.04	Congo, Rep.	Africa	1179760	2677.939642
1967	52.053	Tunisia	Africa	4786986	1932.360167
1967	52.469	Iran	Asia	26538000	5906.731805
1967	53.298	Botswana	Africa	553541	1214.709294
1967	53.655	Syria	Asia	5680812	1881.923632
1967	53.995	Zimbabwe	Africa	4995432	569.7950712
1967	54.336	Turkey	Europe	33411317	2826.356387
1967	54.425	Sao Tome and Principe	Africa	70787	1384.840593
1967	54.459	Iraq	Asia	8519282	8931.459811
1967	55.855	El Salvador	Americas	3232927	4358.595393
1967	56.393	Philippines	Asia	35356600	1814.12743
1967	56.678	Ecuador	Americas	5432424	4579.074215
1967	56.751	Dominican Republic	Americas	4049146	1653.723003
1967	57.632	Brazil	Americas	88049823	3429.864357
1967	57.716	Korea, Rep.	Asia	30131000	2029.228142
1967	58.285	Thailand	Asia	34024249	1295.46066
1967	58.38112	China	Asia	754550000	612.7056934
1967	59.371	Malaysia	Asia	10154878	2277.742396
1967	59.923	Bahrain	Asia	202182	14804.6727
1967	59.942	Korea, Dem. Rep.	Asia	12617009	2143.540609
1967	59.963	Colombia	Americas	19764027	2678.729839
1967	60.11	Mexico	Americas	47995559	5754.733883
1967	60.523	Chile	Americas	8858908	5106.654313
1967	60.542	Reunion	Africa	414024	4021.175739
1967	61.557	Mauritius	Africa	789309	2475.387562
1967	63.479	Venezuela	Americas	9709552	9541.474188
1967	63.87	Lebanon	Asia	2186894	6006.983042
1967	64.071	Panama	Americas	1405486	4421.009084
1967	64.266	Sri Lanka	Asia	11737396	1135.514326
1967	64.624	Kuwait	Asia	575003	80894.88326
1967	64.79	Bosnia and Herzegovina	Europe	3585000	2172.352423
1967	64.951	Paraguay	Americas	2287985	2299.376311
1967	65.4	Trinidad and Tobago	Americas	960155	5621.368472
1967	65.424	Costa Rica	Americas	1588717	4161.727834
1967	65.634	Argentina	Americas	22934225	8052.953021
1967	66.22	Albania	Europe	1984060	2760.196931
1967	66.6	Portugal	Europe	9103000	6361.517993
